Rpeaks,Participant
16947,MIT-Normal_00
17032,MIT-Normal_00
17116,MIT-Normal_00
17200,MIT-Normal_00
17286,MIT-Normal_00
17370,MIT-Normal_00
17452,MIT-Normal_00
17532,MIT-Normal_00
17611,MIT-Normal_00
17689,MIT-Normal_00
17765,MIT-Normal_00
17839,MIT-Normal_00
17913,MIT-Normal_00
17986,MIT-Normal_00
18059,MIT-Normal_00
18131,MIT-Normal_00
18204,MIT-Normal_00
18278,MIT-Normal_00
18351,MIT-Normal_00
18427,MIT-Normal_00
18510,MIT-Normal_00
18592,MIT-Normal_00
18672,MIT-Normal_00
18751,MIT-Normal_00
18828,MIT-Normal_00
18904,MIT-Normal_00
18979,MIT-Normal_00
19053,MIT-Normal_00
19126,MIT-Normal_00
19200,MIT-Normal_00
19273,MIT-Normal_00
19345,MIT-Normal_00
19418,MIT-Normal_00
19489,MIT-Normal_00
19560,MIT-Normal_00
19631,MIT-Normal_00
19702,MIT-Normal_00
19774,MIT-Normal_00
19845,MIT-Normal_00
19915,MIT-Normal_00
19985,MIT-Normal_00
20055,MIT-Normal_00
20126,MIT-Normal_00
20195,MIT-Normal_00
20265,MIT-Normal_00
20336,MIT-Normal_00
20405,MIT-Normal_00
20476,MIT-Normal_00
20547,MIT-Normal_00
20619,MIT-Normal_00
20694,MIT-Normal_00
20771,MIT-Normal_00
20848,MIT-Normal_00
20924,MIT-Normal_00
20998,MIT-Normal_00
21072,MIT-Normal_00
21147,MIT-Normal_00
21220,MIT-Normal_00
21293,MIT-Normal_00
21364,MIT-Normal_00
21434,MIT-Normal_00
21504,MIT-Normal_00
21576,MIT-Normal_00
21647,MIT-Normal_00
21719,MIT-Normal_00
21790,MIT-Normal_00
21860,MIT-Normal_00
21930,MIT-Normal_00
21999,MIT-Normal_00
22068,MIT-Normal_00
22136,MIT-Normal_00
22203,MIT-Normal_00
22273,MIT-Normal_00
22343,MIT-Normal_00
22414,MIT-Normal_00
22486,MIT-Normal_00
22556,MIT-Normal_00
22626,MIT-Normal_00
22698,MIT-Normal_00
22769,MIT-Normal_00
22840,MIT-Normal_00
22918,MIT-Normal_00
22982,MIT-Normal_00
23052,MIT-Normal_00
23124,MIT-Normal_00
23193,MIT-Normal_00
23262,MIT-Normal_00
23332,MIT-Normal_00
23402,MIT-Normal_00
23474,MIT-Normal_00
23544,MIT-Normal_00
23615,MIT-Normal_00
23688,MIT-Normal_00
23761,MIT-Normal_00
23833,MIT-Normal_00
23906,MIT-Normal_00
23980,MIT-Normal_00
24054,MIT-Normal_00
24129,MIT-Normal_00
24204,MIT-Normal_00
24276,MIT-Normal_00
24350,MIT-Normal_00
24422,MIT-Normal_00
24496,MIT-Normal_00
24567,MIT-Normal_00
24637,MIT-Normal_00
24707,MIT-Normal_00
24776,MIT-Normal_00
24845,MIT-Normal_00
24914,MIT-Normal_00
24982,MIT-Normal_00
25051,MIT-Normal_00
25122,MIT-Normal_00
25192,MIT-Normal_00
25264,MIT-Normal_00
25337,MIT-Normal_00
25412,MIT-Normal_00
25486,MIT-Normal_00
25561,MIT-Normal_00
25636,MIT-Normal_00
25712,MIT-Normal_00
25786,MIT-Normal_00
25862,MIT-Normal_00
25938,MIT-Normal_00
26014,MIT-Normal_00
26090,MIT-Normal_00
26172,MIT-Normal_00
26256,MIT-Normal_00
26336,MIT-Normal_00
26416,MIT-Normal_00
26497,MIT-Normal_00
26578,MIT-Normal_00
26658,MIT-Normal_00
26735,MIT-Normal_00
26810,MIT-Normal_00
26886,MIT-Normal_00
26963,MIT-Normal_00
27040,MIT-Normal_00
27117,MIT-Normal_00
27196,MIT-Normal_00
27276,MIT-Normal_00
27355,MIT-Normal_00
27434,MIT-Normal_00
27514,MIT-Normal_00
27597,MIT-Normal_00
27677,MIT-Normal_00
27760,MIT-Normal_00
27847,MIT-Normal_00
27935,MIT-Normal_00
28024,MIT-Normal_00
28106,MIT-Normal_00
28189,MIT-Normal_00
28272,MIT-Normal_00
28357,MIT-Normal_00
28440,MIT-Normal_00
28521,MIT-Normal_00
28604,MIT-Normal_00
28686,MIT-Normal_00
28770,MIT-Normal_00
28851,MIT-Normal_00
28934,MIT-Normal_00
29018,MIT-Normal_00
29102,MIT-Normal_00
29185,MIT-Normal_00
29266,MIT-Normal_00
29346,MIT-Normal_00
29425,MIT-Normal_00
29503,MIT-Normal_00
29585,MIT-Normal_00
29667,MIT-Normal_00
29749,MIT-Normal_00
29834,MIT-Normal_00
29919,MIT-Normal_00
30003,MIT-Normal_00
30084,MIT-Normal_00
30163,MIT-Normal_00
30241,MIT-Normal_00
30319,MIT-Normal_00
30396,MIT-Normal_00
30472,MIT-Normal_00
30550,MIT-Normal_00
30627,MIT-Normal_00
30706,MIT-Normal_00
30786,MIT-Normal_00
30863,MIT-Normal_00
30940,MIT-Normal_00
31018,MIT-Normal_00
31095,MIT-Normal_00
31170,MIT-Normal_00
31247,MIT-Normal_00
31327,MIT-Normal_00
31409,MIT-Normal_00
31492,MIT-Normal_00
31575,MIT-Normal_00
31657,MIT-Normal_00
31741,MIT-Normal_00
31826,MIT-Normal_00
31906,MIT-Normal_00
31984,MIT-Normal_00
32061,MIT-Normal_00
32137,MIT-Normal_00
32215,MIT-Normal_00
32294,MIT-Normal_00
32371,MIT-Normal_00
32448,MIT-Normal_00
32525,MIT-Normal_00
32602,MIT-Normal_00
32682,MIT-Normal_00
32762,MIT-Normal_00
32842,MIT-Normal_00
32922,MIT-Normal_00
33000,MIT-Normal_00
33075,MIT-Normal_00
33149,MIT-Normal_00
33225,MIT-Normal_00
33300,MIT-Normal_00
33381,MIT-Normal_00
33464,MIT-Normal_00
33552,MIT-Normal_00
33642,MIT-Normal_00
33735,MIT-Normal_00
33829,MIT-Normal_00
33921,MIT-Normal_00
34010,MIT-Normal_00
34097,MIT-Normal_00
34186,MIT-Normal_00
34274,MIT-Normal_00
34363,MIT-Normal_00
34449,MIT-Normal_00
34536,MIT-Normal_00
34629,MIT-Normal_00
34724,MIT-Normal_00
34809,MIT-Normal_00
34897,MIT-Normal_00
34993,MIT-Normal_00
35089,MIT-Normal_00
35182,MIT-Normal_00
35282,MIT-Normal_00
35375,MIT-Normal_00
35464,MIT-Normal_00
35557,MIT-Normal_00
35654,MIT-Normal_00
35742,MIT-Normal_00
35832,MIT-Normal_00
35925,MIT-Normal_00
36017,MIT-Normal_00
36105,MIT-Normal_00
36196,MIT-Normal_00
36287,MIT-Normal_00
36374,MIT-Normal_00
36463,MIT-Normal_00
36552,MIT-Normal_00
36638,MIT-Normal_00
36725,MIT-Normal_00
36812,MIT-Normal_00
36897,MIT-Normal_00
36985,MIT-Normal_00
37076,MIT-Normal_00
37165,MIT-Normal_00
37252,MIT-Normal_00
37339,MIT-Normal_00
37427,MIT-Normal_00
37513,MIT-Normal_00
37595,MIT-Normal_00
37676,MIT-Normal_00
37756,MIT-Normal_00
37836,MIT-Normal_00
37915,MIT-Normal_00
37994,MIT-Normal_00
38073,MIT-Normal_00
38155,MIT-Normal_00
38239,MIT-Normal_00
38325,MIT-Normal_00
38410,MIT-Normal_00
38491,MIT-Normal_00
38572,MIT-Normal_00
38654,MIT-Normal_00
38738,MIT-Normal_00
38825,MIT-Normal_00
38908,MIT-Normal_00
38992,MIT-Normal_00
39075,MIT-Normal_00
39160,MIT-Normal_00
39245,MIT-Normal_00
39326,MIT-Normal_00
39407,MIT-Normal_00
39491,MIT-Normal_00
39578,MIT-Normal_00
39664,MIT-Normal_00
39749,MIT-Normal_00
39836,MIT-Normal_00
39923,MIT-Normal_00
40009,MIT-Normal_00
40092,MIT-Normal_00
40179,MIT-Normal_00
40263,MIT-Normal_00
40344,MIT-Normal_00
40427,MIT-Normal_00
40511,MIT-Normal_00
40596,MIT-Normal_00
40680,MIT-Normal_00
40762,MIT-Normal_00
40841,MIT-Normal_00
40919,MIT-Normal_00
40997,MIT-Normal_00
41075,MIT-Normal_00
41157,MIT-Normal_00
41238,MIT-Normal_00
41319,MIT-Normal_00
41402,MIT-Normal_00
41486,MIT-Normal_00
41567,MIT-Normal_00
41647,MIT-Normal_00
41725,MIT-Normal_00
41805,MIT-Normal_00
41887,MIT-Normal_00
41969,MIT-Normal_00
42049,MIT-Normal_00
42126,MIT-Normal_00
42203,MIT-Normal_00
42279,MIT-Normal_00
42355,MIT-Normal_00
42430,MIT-Normal_00
42510,MIT-Normal_00
42605,MIT-Normal_00
42697,MIT-Normal_00
42790,MIT-Normal_00
42882,MIT-Normal_00
42970,MIT-Normal_00
43055,MIT-Normal_00
43137,MIT-Normal_00
43220,MIT-Normal_00
43303,MIT-Normal_00
43392,MIT-Normal_00
43481,MIT-Normal_00
43567,MIT-Normal_00
43649,MIT-Normal_00
43731,MIT-Normal_00
43813,MIT-Normal_00
43897,MIT-Normal_00
43979,MIT-Normal_00
44058,MIT-Normal_00
44135,MIT-Normal_00
44212,MIT-Normal_00
44291,MIT-Normal_00
44374,MIT-Normal_00
44457,MIT-Normal_00
44540,MIT-Normal_00
44620,MIT-Normal_00
44697,MIT-Normal_00
44773,MIT-Normal_00
44845,MIT-Normal_00
44916,MIT-Normal_00
44988,MIT-Normal_00
45059,MIT-Normal_00
45131,MIT-Normal_00
45206,MIT-Normal_00
45288,MIT-Normal_00
45373,MIT-Normal_00
45455,MIT-Normal_00
45533,MIT-Normal_00
45612,MIT-Normal_00
45690,MIT-Normal_00
45775,MIT-Normal_00
45861,MIT-Normal_00
45946,MIT-Normal_00
46028,MIT-Normal_00
46107,MIT-Normal_00
46185,MIT-Normal_00
46262,MIT-Normal_00
46341,MIT-Normal_00
46420,MIT-Normal_00
46497,MIT-Normal_00
46573,MIT-Normal_00
46649,MIT-Normal_00
46726,MIT-Normal_00
46804,MIT-Normal_00
46881,MIT-Normal_00
46956,MIT-Normal_00
47029,MIT-Normal_00
47104,MIT-Normal_00
47182,MIT-Normal_00
47265,MIT-Normal_00
47347,MIT-Normal_00
47427,MIT-Normal_00
47505,MIT-Normal_00
47583,MIT-Normal_00
47659,MIT-Normal_00
47736,MIT-Normal_00
47817,MIT-Normal_00
47901,MIT-Normal_00
47986,MIT-Normal_00
48068,MIT-Normal_00
48148,MIT-Normal_00
48226,MIT-Normal_00
48304,MIT-Normal_00
48381,MIT-Normal_00
48454,MIT-Normal_00
48529,MIT-Normal_00
48604,MIT-Normal_00
48679,MIT-Normal_00
48754,MIT-Normal_00
48831,MIT-Normal_00
48911,MIT-Normal_00
48993,MIT-Normal_00
49072,MIT-Normal_00
49152,MIT-Normal_00
49235,MIT-Normal_00
49317,MIT-Normal_00
49397,MIT-Normal_00
49480,MIT-Normal_00
49568,MIT-Normal_00
49662,MIT-Normal_00
49752,MIT-Normal_00
49840,MIT-Normal_00
49923,MIT-Normal_00
50005,MIT-Normal_00
50085,MIT-Normal_00
50165,MIT-Normal_00
50246,MIT-Normal_00
50330,MIT-Normal_00
50415,MIT-Normal_00
50499,MIT-Normal_00
50582,MIT-Normal_00
50663,MIT-Normal_00
50743,MIT-Normal_00
50821,MIT-Normal_00
50900,MIT-Normal_00
50981,MIT-Normal_00
51069,MIT-Normal_00
51155,MIT-Normal_00
51239,MIT-Normal_00
51323,MIT-Normal_00
51409,MIT-Normal_00
51500,MIT-Normal_00
51591,MIT-Normal_00
51676,MIT-Normal_00
51759,MIT-Normal_00
51842,MIT-Normal_00
51925,MIT-Normal_00
52009,MIT-Normal_00
52089,MIT-Normal_00
52169,MIT-Normal_00
52252,MIT-Normal_00
52334,MIT-Normal_00
52415,MIT-Normal_00
52499,MIT-Normal_00
52589,MIT-Normal_00
52684,MIT-Normal_00
52774,MIT-Normal_00
52861,MIT-Normal_00
52952,MIT-Normal_00
53045,MIT-Normal_00
53133,MIT-Normal_00
53217,MIT-Normal_00
53303,MIT-Normal_00
53394,MIT-Normal_00
53491,MIT-Normal_00
53586,MIT-Normal_00
53676,MIT-Normal_00
53760,MIT-Normal_00
53843,MIT-Normal_00
53928,MIT-Normal_00
54013,MIT-Normal_00
54097,MIT-Normal_00
54181,MIT-Normal_00
54264,MIT-Normal_00
54346,MIT-Normal_00
54427,MIT-Normal_00
54509,MIT-Normal_00
54590,MIT-Normal_00
54672,MIT-Normal_00
54751,MIT-Normal_00
54829,MIT-Normal_00
54906,MIT-Normal_00
54984,MIT-Normal_00
55065,MIT-Normal_00
55153,MIT-Normal_00
55245,MIT-Normal_00
55336,MIT-Normal_00
55424,MIT-Normal_00
55509,MIT-Normal_00
55590,MIT-Normal_00
55668,MIT-Normal_00
55746,MIT-Normal_00
55829,MIT-Normal_00
55919,MIT-Normal_00
56010,MIT-Normal_00
56098,MIT-Normal_00
56183,MIT-Normal_00
56265,MIT-Normal_00
56353,MIT-Normal_00
56442,MIT-Normal_00
56530,MIT-Normal_00
56619,MIT-Normal_00
56703,MIT-Normal_00
56785,MIT-Normal_00
56865,MIT-Normal_00
56947,MIT-Normal_00
57030,MIT-Normal_00
57118,MIT-Normal_00
57205,MIT-Normal_00
57290,MIT-Normal_00
57376,MIT-Normal_00
57464,MIT-Normal_00
57553,MIT-Normal_00
57641,MIT-Normal_00
57726,MIT-Normal_00
57808,MIT-Normal_00
57891,MIT-Normal_00
57977,MIT-Normal_00
58068,MIT-Normal_00
58159,MIT-Normal_00
58247,MIT-Normal_00
58335,MIT-Normal_00
58426,MIT-Normal_00
58519,MIT-Normal_00
58611,MIT-Normal_00
58698,MIT-Normal_00
58784,MIT-Normal_00
58871,MIT-Normal_00
58962,MIT-Normal_00
59054,MIT-Normal_00
59140,MIT-Normal_00
59224,MIT-Normal_00
59310,MIT-Normal_00
59396,MIT-Normal_00
59486,MIT-Normal_00
59572,MIT-Normal_00
59658,MIT-Normal_00
59749,MIT-Normal_00
59842,MIT-Normal_00
59933,MIT-Normal_00
60020,MIT-Normal_00
60103,MIT-Normal_00
60189,MIT-Normal_00
60271,MIT-Normal_00
60350,MIT-Normal_00
60432,MIT-Normal_00
60515,MIT-Normal_00
60598,MIT-Normal_00
60681,MIT-Normal_00
60766,MIT-Normal_00
60856,MIT-Normal_00
60948,MIT-Normal_00
61040,MIT-Normal_00
61129,MIT-Normal_00
61215,MIT-Normal_00
61300,MIT-Normal_00
61388,MIT-Normal_00
61479,MIT-Normal_00
61576,MIT-Normal_00
61667,MIT-Normal_00
61756,MIT-Normal_00
61843,MIT-Normal_00
61931,MIT-Normal_00
62019,MIT-Normal_00
62103,MIT-Normal_00
62185,MIT-Normal_00
62269,MIT-Normal_00
62351,MIT-Normal_00
62433,MIT-Normal_00
62513,MIT-Normal_00
62593,MIT-Normal_00
62673,MIT-Normal_00
62756,MIT-Normal_00
62835,MIT-Normal_00
62914,MIT-Normal_00
62990,MIT-Normal_00
63067,MIT-Normal_00
63145,MIT-Normal_00
63227,MIT-Normal_00
63310,MIT-Normal_00
63397,MIT-Normal_00
63486,MIT-Normal_00
63576,MIT-Normal_00
63664,MIT-Normal_00
63749,MIT-Normal_00
63830,MIT-Normal_00
63909,MIT-Normal_00
63988,MIT-Normal_00
64071,MIT-Normal_00
64175,MIT-Normal_00
64287,MIT-Normal_00
64385,MIT-Normal_00
64476,MIT-Normal_00
64569,MIT-Normal_00
64667,MIT-Normal_00
64771,MIT-Normal_00
64873,MIT-Normal_00
64969,MIT-Normal_00
65068,MIT-Normal_00
65168,MIT-Normal_00
65266,MIT-Normal_00
65359,MIT-Normal_00
65449,MIT-Normal_00
65542,MIT-Normal_00
65639,MIT-Normal_00
65732,MIT-Normal_00
65821,MIT-Normal_00
65905,MIT-Normal_00
65986,MIT-Normal_00
66065,MIT-Normal_00
66142,MIT-Normal_00
66222,MIT-Normal_00
66306,MIT-Normal_00
66390,MIT-Normal_00
66471,MIT-Normal_00
66553,MIT-Normal_00
66638,MIT-Normal_00
66727,MIT-Normal_00
66813,MIT-Normal_00
66901,MIT-Normal_00
66993,MIT-Normal_00
67083,MIT-Normal_00
67171,MIT-Normal_00
67255,MIT-Normal_00
67336,MIT-Normal_00
67417,MIT-Normal_00
67500,MIT-Normal_00
67582,MIT-Normal_00
67666,MIT-Normal_00
67753,MIT-Normal_00
67845,MIT-Normal_00
67938,MIT-Normal_00
68026,MIT-Normal_00
68115,MIT-Normal_00
68202,MIT-Normal_00
68286,MIT-Normal_00
68369,MIT-Normal_00
68451,MIT-Normal_00
68533,MIT-Normal_00
68622,MIT-Normal_00
68713,MIT-Normal_00
68812,MIT-Normal_00
68910,MIT-Normal_00
69001,MIT-Normal_00
69091,MIT-Normal_00
69179,MIT-Normal_00
69262,MIT-Normal_00
69343,MIT-Normal_00
69424,MIT-Normal_00
69505,MIT-Normal_00
69587,MIT-Normal_00
69670,MIT-Normal_00
69755,MIT-Normal_00
69843,MIT-Normal_00
69931,MIT-Normal_00
70017,MIT-Normal_00
70101,MIT-Normal_00
70187,MIT-Normal_00
70275,MIT-Normal_00
70363,MIT-Normal_00
70445,MIT-Normal_00
70527,MIT-Normal_00
70607,MIT-Normal_00
70688,MIT-Normal_00
70771,MIT-Normal_00
70859,MIT-Normal_00
70953,MIT-Normal_00
71046,MIT-Normal_00
71135,MIT-Normal_00
71219,MIT-Normal_00
71304,MIT-Normal_00
71387,MIT-Normal_00
71467,MIT-Normal_00
71547,MIT-Normal_00
71627,MIT-Normal_00
71706,MIT-Normal_00
71783,MIT-Normal_00
71860,MIT-Normal_00
71938,MIT-Normal_00
72016,MIT-Normal_00
72093,MIT-Normal_00
72172,MIT-Normal_00
72255,MIT-Normal_00
72339,MIT-Normal_00
72428,MIT-Normal_00
72522,MIT-Normal_00
72613,MIT-Normal_00
72704,MIT-Normal_00
72793,MIT-Normal_00
72881,MIT-Normal_00
72966,MIT-Normal_00
73050,MIT-Normal_00
73133,MIT-Normal_00
73213,MIT-Normal_00
73291,MIT-Normal_00
73369,MIT-Normal_00
73448,MIT-Normal_00
73533,MIT-Normal_00
73620,MIT-Normal_00
73708,MIT-Normal_00
73801,MIT-Normal_00
73901,MIT-Normal_00
74000,MIT-Normal_00
74094,MIT-Normal_00
74191,MIT-Normal_00
74287,MIT-Normal_00
74379,MIT-Normal_00
74472,MIT-Normal_00
74567,MIT-Normal_00
74660,MIT-Normal_00
74752,MIT-Normal_00
74840,MIT-Normal_00
74929,MIT-Normal_00
75019,MIT-Normal_00
75110,MIT-Normal_00
75202,MIT-Normal_00
75289,MIT-Normal_00
75374,MIT-Normal_00
75460,MIT-Normal_00
75549,MIT-Normal_00
75641,MIT-Normal_00
75731,MIT-Normal_00
75819,MIT-Normal_00
75910,MIT-Normal_00
75996,MIT-Normal_00
76083,MIT-Normal_00
76170,MIT-Normal_00
76259,MIT-Normal_00
76347,MIT-Normal_00
76435,MIT-Normal_00
76520,MIT-Normal_00
76606,MIT-Normal_00
76691,MIT-Normal_00
76777,MIT-Normal_00
76862,MIT-Normal_00
76944,MIT-Normal_00
77026,MIT-Normal_00
77107,MIT-Normal_00
77187,MIT-Normal_00
77265,MIT-Normal_00
77342,MIT-Normal_00
77419,MIT-Normal_00
77497,MIT-Normal_00
77582,MIT-Normal_00
77666,MIT-Normal_00
77749,MIT-Normal_00
77834,MIT-Normal_00
77921,MIT-Normal_00
78011,MIT-Normal_00
78098,MIT-Normal_00
78181,MIT-Normal_00
78267,MIT-Normal_00
78351,MIT-Normal_00
78437,MIT-Normal_00
78527,MIT-Normal_00
78617,MIT-Normal_00
78705,MIT-Normal_00
78793,MIT-Normal_00
78878,MIT-Normal_00
78960,MIT-Normal_00
79041,MIT-Normal_00
79122,MIT-Normal_00
79203,MIT-Normal_00
79286,MIT-Normal_00
79370,MIT-Normal_00
79453,MIT-Normal_00
79537,MIT-Normal_00
79621,MIT-Normal_00
79706,MIT-Normal_00
79792,MIT-Normal_00
79882,MIT-Normal_00
79973,MIT-Normal_00
80060,MIT-Normal_00
80147,MIT-Normal_00
80235,MIT-Normal_00
80324,MIT-Normal_00
80410,MIT-Normal_00
80497,MIT-Normal_00
80584,MIT-Normal_00
80675,MIT-Normal_00
80771,MIT-Normal_00
80865,MIT-Normal_00
80954,MIT-Normal_00
81041,MIT-Normal_00
81124,MIT-Normal_00
81207,MIT-Normal_00
81290,MIT-Normal_00
81377,MIT-Normal_00
81463,MIT-Normal_00
81550,MIT-Normal_00
81637,MIT-Normal_00
81721,MIT-Normal_00
81803,MIT-Normal_00
81891,MIT-Normal_00
81986,MIT-Normal_00
82082,MIT-Normal_00
82171,MIT-Normal_00
82266,MIT-Normal_00
82361,MIT-Normal_00
82455,MIT-Normal_00
82546,MIT-Normal_00
82637,MIT-Normal_00
82729,MIT-Normal_00
82821,MIT-Normal_00
82910,MIT-Normal_00
83000,MIT-Normal_00
83094,MIT-Normal_00
83189,MIT-Normal_00
83281,MIT-Normal_00
83369,MIT-Normal_00
83455,MIT-Normal_00
83541,MIT-Normal_00
83630,MIT-Normal_00
83721,MIT-Normal_00
83817,MIT-Normal_00
83907,MIT-Normal_00
83993,MIT-Normal_00
84079,MIT-Normal_00
84167,MIT-Normal_00
84257,MIT-Normal_00
84350,MIT-Normal_00
84440,MIT-Normal_00
84527,MIT-Normal_00
84617,MIT-Normal_00
84709,MIT-Normal_00
84800,MIT-Normal_00
84890,MIT-Normal_00
84976,MIT-Normal_00
85063,MIT-Normal_00
85151,MIT-Normal_00
85241,MIT-Normal_00
85333,MIT-Normal_00
85419,MIT-Normal_00
85509,MIT-Normal_00
85604,MIT-Normal_00
85697,MIT-Normal_00
85786,MIT-Normal_00
85872,MIT-Normal_00
85957,MIT-Normal_00
86046,MIT-Normal_00
86137,MIT-Normal_00
86228,MIT-Normal_00
86317,MIT-Normal_00
86405,MIT-Normal_00
86495,MIT-Normal_00
86589,MIT-Normal_00
86681,MIT-Normal_00
86766,MIT-Normal_00
86852,MIT-Normal_00
86945,MIT-Normal_00
87036,MIT-Normal_00
87122,MIT-Normal_00
87205,MIT-Normal_00
87287,MIT-Normal_00
87368,MIT-Normal_00
87450,MIT-Normal_00
87533,MIT-Normal_00
87617,MIT-Normal_00
87703,MIT-Normal_00
87790,MIT-Normal_00
87874,MIT-Normal_00
87961,MIT-Normal_00
88048,MIT-Normal_00
88135,MIT-Normal_00
88220,MIT-Normal_00
88304,MIT-Normal_00
88387,MIT-Normal_00
88469,MIT-Normal_00
88550,MIT-Normal_00
88629,MIT-Normal_00
88709,MIT-Normal_00
88789,MIT-Normal_00
88872,MIT-Normal_00
88954,MIT-Normal_00
89042,MIT-Normal_00
89133,MIT-Normal_00
89222,MIT-Normal_00
89313,MIT-Normal_00
89405,MIT-Normal_00
89500,MIT-Normal_00
