Rpeaks,Participant,Sampling_Rate,Database
17241,MIT-Arr_01,360,MIT-Arr
17586,MIT-Arr_01,360,MIT-Arr
17948,MIT-Arr_01,360,MIT-Arr
18316,MIT-Arr_01,360,MIT-Arr
18662,MIT-Arr_01,360,MIT-Arr
19007,MIT-Arr_01,360,MIT-Arr
19361,MIT-Arr_01,360,MIT-Arr
19718,MIT-Arr_01,360,MIT-Arr
20074,MIT-Arr_01,360,MIT-Arr
20450,MIT-Arr_01,360,MIT-Arr
20812,MIT-Arr_01,360,MIT-Arr
21147,MIT-Arr_01,360,MIT-Arr
21486,MIT-Arr_01,360,MIT-Arr
21827,MIT-Arr_01,360,MIT-Arr
22197,MIT-Arr_01,360,MIT-Arr
22542,MIT-Arr_01,360,MIT-Arr
22890,MIT-Arr_01,360,MIT-Arr
23231,MIT-Arr_01,360,MIT-Arr
23562,MIT-Arr_01,360,MIT-Arr
23903,MIT-Arr_01,360,MIT-Arr
24246,MIT-Arr_01,360,MIT-Arr
24606,MIT-Arr_01,360,MIT-Arr
24971,MIT-Arr_01,360,MIT-Arr
25325,MIT-Arr_01,360,MIT-Arr
25675,MIT-Arr_01,360,MIT-Arr
26036,MIT-Arr_01,360,MIT-Arr
26413,MIT-Arr_01,360,MIT-Arr
26796,MIT-Arr_01,360,MIT-Arr
27154,MIT-Arr_01,360,MIT-Arr
27504,MIT-Arr_01,360,MIT-Arr
27854,MIT-Arr_01,360,MIT-Arr
28205,MIT-Arr_01,360,MIT-Arr
28561,MIT-Arr_01,360,MIT-Arr
28919,MIT-Arr_01,360,MIT-Arr
29284,MIT-Arr_01,360,MIT-Arr
29632,MIT-Arr_01,360,MIT-Arr
29962,MIT-Arr_01,360,MIT-Arr
30302,MIT-Arr_01,360,MIT-Arr
30657,MIT-Arr_01,360,MIT-Arr
31014,MIT-Arr_01,360,MIT-Arr
31365,MIT-Arr_01,360,MIT-Arr
31695,MIT-Arr_01,360,MIT-Arr
32020,MIT-Arr_01,360,MIT-Arr
32347,MIT-Arr_01,360,MIT-Arr
32680,MIT-Arr_01,360,MIT-Arr
33020,MIT-Arr_01,360,MIT-Arr
33373,MIT-Arr_01,360,MIT-Arr
33711,MIT-Arr_01,360,MIT-Arr
34039,MIT-Arr_01,360,MIT-Arr
34368,MIT-Arr_01,360,MIT-Arr
34704,MIT-Arr_01,360,MIT-Arr
35053,MIT-Arr_01,360,MIT-Arr
35414,MIT-Arr_01,360,MIT-Arr
35775,MIT-Arr_01,360,MIT-Arr
36124,MIT-Arr_01,360,MIT-Arr
36443,MIT-Arr_01,360,MIT-Arr
36769,MIT-Arr_01,360,MIT-Arr
37102,MIT-Arr_01,360,MIT-Arr
37441,MIT-Arr_01,360,MIT-Arr
37775,MIT-Arr_01,360,MIT-Arr
38090,MIT-Arr_01,360,MIT-Arr
38390,MIT-Arr_01,360,MIT-Arr
38709,MIT-Arr_01,360,MIT-Arr
39020,MIT-Arr_01,360,MIT-Arr
39337,MIT-Arr_01,360,MIT-Arr
39663,MIT-Arr_01,360,MIT-Arr
39990,MIT-Arr_01,360,MIT-Arr
40317,MIT-Arr_01,360,MIT-Arr
40638,MIT-Arr_01,360,MIT-Arr
40961,MIT-Arr_01,360,MIT-Arr
41280,MIT-Arr_01,360,MIT-Arr
41627,MIT-Arr_01,360,MIT-Arr
41971,MIT-Arr_01,360,MIT-Arr
42305,MIT-Arr_01,360,MIT-Arr
42620,MIT-Arr_01,360,MIT-Arr
42923,MIT-Arr_01,360,MIT-Arr
43244,MIT-Arr_01,360,MIT-Arr
43577,MIT-Arr_01,360,MIT-Arr
43922,MIT-Arr_01,360,MIT-Arr
44288,MIT-Arr_01,360,MIT-Arr
44637,MIT-Arr_01,360,MIT-Arr
44968,MIT-Arr_01,360,MIT-Arr
45286,MIT-Arr_01,360,MIT-Arr
45619,MIT-Arr_01,360,MIT-Arr
45967,MIT-Arr_01,360,MIT-Arr
46311,MIT-Arr_01,360,MIT-Arr
46644,MIT-Arr_01,360,MIT-Arr
46991,MIT-Arr_01,360,MIT-Arr
47333,MIT-Arr_01,360,MIT-Arr
47681,MIT-Arr_01,360,MIT-Arr
48049,MIT-Arr_01,360,MIT-Arr
48431,MIT-Arr_01,360,MIT-Arr
48807,MIT-Arr_01,360,MIT-Arr
49151,MIT-Arr_01,360,MIT-Arr
49501,MIT-Arr_01,360,MIT-Arr
49864,MIT-Arr_01,360,MIT-Arr
50236,MIT-Arr_01,360,MIT-Arr
50611,MIT-Arr_01,360,MIT-Arr
50971,MIT-Arr_01,360,MIT-Arr
51323,MIT-Arr_01,360,MIT-Arr
51668,MIT-Arr_01,360,MIT-Arr
52022,MIT-Arr_01,360,MIT-Arr
52390,MIT-Arr_01,360,MIT-Arr
52755,MIT-Arr_01,360,MIT-Arr
53110,MIT-Arr_01,360,MIT-Arr
53466,MIT-Arr_01,360,MIT-Arr
53813,MIT-Arr_01,360,MIT-Arr
54166,MIT-Arr_01,360,MIT-Arr
54533,MIT-Arr_01,360,MIT-Arr
54904,MIT-Arr_01,360,MIT-Arr
55283,MIT-Arr_01,360,MIT-Arr
55640,MIT-Arr_01,360,MIT-Arr
55990,MIT-Arr_01,360,MIT-Arr
56334,MIT-Arr_01,360,MIT-Arr
56703,MIT-Arr_01,360,MIT-Arr
57077,MIT-Arr_01,360,MIT-Arr
57434,MIT-Arr_01,360,MIT-Arr
57780,MIT-Arr_01,360,MIT-Arr
58132,MIT-Arr_01,360,MIT-Arr
58482,MIT-Arr_01,360,MIT-Arr
58843,MIT-Arr_01,360,MIT-Arr
59212,MIT-Arr_01,360,MIT-Arr
59584,MIT-Arr_01,360,MIT-Arr
59936,MIT-Arr_01,360,MIT-Arr
60278,MIT-Arr_01,360,MIT-Arr
60639,MIT-Arr_01,360,MIT-Arr
61012,MIT-Arr_01,360,MIT-Arr
61373,MIT-Arr_01,360,MIT-Arr
61738,MIT-Arr_01,360,MIT-Arr
62073,MIT-Arr_01,360,MIT-Arr
62419,MIT-Arr_01,360,MIT-Arr
62762,MIT-Arr_01,360,MIT-Arr
63114,MIT-Arr_01,360,MIT-Arr
63461,MIT-Arr_01,360,MIT-Arr
63817,MIT-Arr_01,360,MIT-Arr
64166,MIT-Arr_01,360,MIT-Arr
64513,MIT-Arr_01,360,MIT-Arr
64853,MIT-Arr_01,360,MIT-Arr
65221,MIT-Arr_01,360,MIT-Arr
65600,MIT-Arr_01,360,MIT-Arr
65968,MIT-Arr_01,360,MIT-Arr
66328,MIT-Arr_01,360,MIT-Arr
66683,MIT-Arr_01,360,MIT-Arr
67025,MIT-Arr_01,360,MIT-Arr
67358,MIT-Arr_01,360,MIT-Arr
67706,MIT-Arr_01,360,MIT-Arr
68073,MIT-Arr_01,360,MIT-Arr
68424,MIT-Arr_01,360,MIT-Arr
68778,MIT-Arr_01,360,MIT-Arr
69142,MIT-Arr_01,360,MIT-Arr
69511,MIT-Arr_01,360,MIT-Arr
69888,MIT-Arr_01,360,MIT-Arr
70266,MIT-Arr_01,360,MIT-Arr
70630,MIT-Arr_01,360,MIT-Arr
70977,MIT-Arr_01,360,MIT-Arr
71673,MIT-Arr_01,360,MIT-Arr
72064,MIT-Arr_01,360,MIT-Arr
72436,MIT-Arr_01,360,MIT-Arr
72798,MIT-Arr_01,360,MIT-Arr
73154,MIT-Arr_01,360,MIT-Arr
73515,MIT-Arr_01,360,MIT-Arr
73886,MIT-Arr_01,360,MIT-Arr
74257,MIT-Arr_01,360,MIT-Arr
74619,MIT-Arr_01,360,MIT-Arr
74969,MIT-Arr_01,360,MIT-Arr
75317,MIT-Arr_01,360,MIT-Arr
75681,MIT-Arr_01,360,MIT-Arr
76072,MIT-Arr_01,360,MIT-Arr
76471,MIT-Arr_01,360,MIT-Arr
76857,MIT-Arr_01,360,MIT-Arr
77240,MIT-Arr_01,360,MIT-Arr
77600,MIT-Arr_01,360,MIT-Arr
77948,MIT-Arr_01,360,MIT-Arr
78324,MIT-Arr_01,360,MIT-Arr
78705,MIT-Arr_01,360,MIT-Arr
79076,MIT-Arr_01,360,MIT-Arr
79417,MIT-Arr_01,360,MIT-Arr
79769,MIT-Arr_01,360,MIT-Arr
80136,MIT-Arr_01,360,MIT-Arr
80505,MIT-Arr_01,360,MIT-Arr
80865,MIT-Arr_01,360,MIT-Arr
81232,MIT-Arr_01,360,MIT-Arr
81597,MIT-Arr_01,360,MIT-Arr
81940,MIT-Arr_01,360,MIT-Arr
82286,MIT-Arr_01,360,MIT-Arr
82667,MIT-Arr_01,360,MIT-Arr
83047,MIT-Arr_01,360,MIT-Arr
83404,MIT-Arr_01,360,MIT-Arr
83756,MIT-Arr_01,360,MIT-Arr
84115,MIT-Arr_01,360,MIT-Arr
84485,MIT-Arr_01,360,MIT-Arr
84856,MIT-Arr_01,360,MIT-Arr
85235,MIT-Arr_01,360,MIT-Arr
85613,MIT-Arr_01,360,MIT-Arr
85956,MIT-Arr_01,360,MIT-Arr
86296,MIT-Arr_01,360,MIT-Arr
86655,MIT-Arr_01,360,MIT-Arr
87037,MIT-Arr_01,360,MIT-Arr
87410,MIT-Arr_01,360,MIT-Arr
87775,MIT-Arr_01,360,MIT-Arr
88142,MIT-Arr_01,360,MIT-Arr
88504,MIT-Arr_01,360,MIT-Arr
88862,MIT-Arr_01,360,MIT-Arr
89248,MIT-Arr_01,360,MIT-Arr
89632,MIT-Arr_01,360,MIT-Arr
89998,MIT-Arr_01,360,MIT-Arr
90342,MIT-Arr_01,360,MIT-Arr
90684,MIT-Arr_01,360,MIT-Arr
91042,MIT-Arr_01,360,MIT-Arr
91404,MIT-Arr_01,360,MIT-Arr
91771,MIT-Arr_01,360,MIT-Arr
92131,MIT-Arr_01,360,MIT-Arr
92472,MIT-Arr_01,360,MIT-Arr
92825,MIT-Arr_01,360,MIT-Arr
93187,MIT-Arr_01,360,MIT-Arr
93555,MIT-Arr_01,360,MIT-Arr
93925,MIT-Arr_01,360,MIT-Arr
94291,MIT-Arr_01,360,MIT-Arr
94638,MIT-Arr_01,360,MIT-Arr
94973,MIT-Arr_01,360,MIT-Arr
95337,MIT-Arr_01,360,MIT-Arr
95711,MIT-Arr_01,360,MIT-Arr
96072,MIT-Arr_01,360,MIT-Arr
96432,MIT-Arr_01,360,MIT-Arr
96792,MIT-Arr_01,360,MIT-Arr
97143,MIT-Arr_01,360,MIT-Arr
97497,MIT-Arr_01,360,MIT-Arr
97874,MIT-Arr_01,360,MIT-Arr
98254,MIT-Arr_01,360,MIT-Arr
98606,MIT-Arr_01,360,MIT-Arr
98949,MIT-Arr_01,360,MIT-Arr
99312,MIT-Arr_01,360,MIT-Arr
99670,MIT-Arr_01,360,MIT-Arr
100036,MIT-Arr_01,360,MIT-Arr
100410,MIT-Arr_01,360,MIT-Arr
100761,MIT-Arr_01,360,MIT-Arr
101083,MIT-Arr_01,360,MIT-Arr
101390,MIT-Arr_01,360,MIT-Arr
101716,MIT-Arr_01,360,MIT-Arr
102084,MIT-Arr_01,360,MIT-Arr
102456,MIT-Arr_01,360,MIT-Arr
102812,MIT-Arr_01,360,MIT-Arr
103167,MIT-Arr_01,360,MIT-Arr
103531,MIT-Arr_01,360,MIT-Arr
103886,MIT-Arr_01,360,MIT-Arr
104251,MIT-Arr_01,360,MIT-Arr
104637,MIT-Arr_01,360,MIT-Arr
105019,MIT-Arr_01,360,MIT-Arr
105368,MIT-Arr_01,360,MIT-Arr
105726,MIT-Arr_01,360,MIT-Arr
106097,MIT-Arr_01,360,MIT-Arr
106475,MIT-Arr_01,360,MIT-Arr
106846,MIT-Arr_01,360,MIT-Arr
107216,MIT-Arr_01,360,MIT-Arr
107585,MIT-Arr_01,360,MIT-Arr
107931,MIT-Arr_01,360,MIT-Arr
108285,MIT-Arr_01,360,MIT-Arr
108665,MIT-Arr_01,360,MIT-Arr
109044,MIT-Arr_01,360,MIT-Arr
109399,MIT-Arr_01,360,MIT-Arr
109749,MIT-Arr_01,360,MIT-Arr
110109,MIT-Arr_01,360,MIT-Arr
110473,MIT-Arr_01,360,MIT-Arr
110831,MIT-Arr_01,360,MIT-Arr
111203,MIT-Arr_01,360,MIT-Arr
111569,MIT-Arr_01,360,MIT-Arr
111920,MIT-Arr_01,360,MIT-Arr
112259,MIT-Arr_01,360,MIT-Arr
112615,MIT-Arr_01,360,MIT-Arr
113002,MIT-Arr_01,360,MIT-Arr
113372,MIT-Arr_01,360,MIT-Arr
113729,MIT-Arr_01,360,MIT-Arr
114079,MIT-Arr_01,360,MIT-Arr
114417,MIT-Arr_01,360,MIT-Arr
114758,MIT-Arr_01,360,MIT-Arr
115111,MIT-Arr_01,360,MIT-Arr
115477,MIT-Arr_01,360,MIT-Arr
115842,MIT-Arr_01,360,MIT-Arr
116184,MIT-Arr_01,360,MIT-Arr
116532,MIT-Arr_01,360,MIT-Arr
116895,MIT-Arr_01,360,MIT-Arr
117278,MIT-Arr_01,360,MIT-Arr
117662,MIT-Arr_01,360,MIT-Arr
118031,MIT-Arr_01,360,MIT-Arr
118393,MIT-Arr_01,360,MIT-Arr
118750,MIT-Arr_01,360,MIT-Arr
119095,MIT-Arr_01,360,MIT-Arr
119467,MIT-Arr_01,360,MIT-Arr
119848,MIT-Arr_01,360,MIT-Arr
120223,MIT-Arr_01,360,MIT-Arr
120580,MIT-Arr_01,360,MIT-Arr
120937,MIT-Arr_01,360,MIT-Arr
121309,MIT-Arr_01,360,MIT-Arr
121687,MIT-Arr_01,360,MIT-Arr
122061,MIT-Arr_01,360,MIT-Arr
122431,MIT-Arr_01,360,MIT-Arr
122786,MIT-Arr_01,360,MIT-Arr
123150,MIT-Arr_01,360,MIT-Arr
123507,MIT-Arr_01,360,MIT-Arr
123882,MIT-Arr_01,360,MIT-Arr
124261,MIT-Arr_01,360,MIT-Arr
124617,MIT-Arr_01,360,MIT-Arr
124960,MIT-Arr_01,360,MIT-Arr
125308,MIT-Arr_01,360,MIT-Arr
125679,MIT-Arr_01,360,MIT-Arr
126053,MIT-Arr_01,360,MIT-Arr
126419,MIT-Arr_01,360,MIT-Arr
126789,MIT-Arr_01,360,MIT-Arr
127125,MIT-Arr_01,360,MIT-Arr
127469,MIT-Arr_01,360,MIT-Arr
127828,MIT-Arr_01,360,MIT-Arr
128207,MIT-Arr_01,360,MIT-Arr
128571,MIT-Arr_01,360,MIT-Arr
128927,MIT-Arr_01,360,MIT-Arr
129280,MIT-Arr_01,360,MIT-Arr
129636,MIT-Arr_01,360,MIT-Arr
129988,MIT-Arr_01,360,MIT-Arr
130358,MIT-Arr_01,360,MIT-Arr
130731,MIT-Arr_01,360,MIT-Arr
131070,MIT-Arr_01,360,MIT-Arr
131401,MIT-Arr_01,360,MIT-Arr
131733,MIT-Arr_01,360,MIT-Arr
132061,MIT-Arr_01,360,MIT-Arr
132405,MIT-Arr_01,360,MIT-Arr
132743,MIT-Arr_01,360,MIT-Arr
133077,MIT-Arr_01,360,MIT-Arr
133415,MIT-Arr_01,360,MIT-Arr
133751,MIT-Arr_01,360,MIT-Arr
134105,MIT-Arr_01,360,MIT-Arr
134463,MIT-Arr_01,360,MIT-Arr
134837,MIT-Arr_01,360,MIT-Arr
135214,MIT-Arr_01,360,MIT-Arr
135567,MIT-Arr_01,360,MIT-Arr
135917,MIT-Arr_01,360,MIT-Arr
136279,MIT-Arr_01,360,MIT-Arr
136666,MIT-Arr_01,360,MIT-Arr
137037,MIT-Arr_01,360,MIT-Arr
137406,MIT-Arr_01,360,MIT-Arr
137772,MIT-Arr_01,360,MIT-Arr
138111,MIT-Arr_01,360,MIT-Arr
138458,MIT-Arr_01,360,MIT-Arr
138825,MIT-Arr_01,360,MIT-Arr
139189,MIT-Arr_01,360,MIT-Arr
139548,MIT-Arr_01,360,MIT-Arr
139893,MIT-Arr_01,360,MIT-Arr
140242,MIT-Arr_01,360,MIT-Arr
140595,MIT-Arr_01,360,MIT-Arr
140962,MIT-Arr_01,360,MIT-Arr
141326,MIT-Arr_01,360,MIT-Arr
141683,MIT-Arr_01,360,MIT-Arr
142036,MIT-Arr_01,360,MIT-Arr
142372,MIT-Arr_01,360,MIT-Arr
142706,MIT-Arr_01,360,MIT-Arr
143064,MIT-Arr_01,360,MIT-Arr
143428,MIT-Arr_01,360,MIT-Arr
143772,MIT-Arr_01,360,MIT-Arr
144107,MIT-Arr_01,360,MIT-Arr
144449,MIT-Arr_01,360,MIT-Arr
144781,MIT-Arr_01,360,MIT-Arr
145136,MIT-Arr_01,360,MIT-Arr
145500,MIT-Arr_01,360,MIT-Arr
145874,MIT-Arr_01,360,MIT-Arr
146217,MIT-Arr_01,360,MIT-Arr
146552,MIT-Arr_01,360,MIT-Arr
146885,MIT-Arr_01,360,MIT-Arr
147215,MIT-Arr_01,360,MIT-Arr
147557,MIT-Arr_01,360,MIT-Arr
147911,MIT-Arr_01,360,MIT-Arr
148258,MIT-Arr_01,360,MIT-Arr
148597,MIT-Arr_01,360,MIT-Arr
148950,MIT-Arr_01,360,MIT-Arr
149313,MIT-Arr_01,360,MIT-Arr
149699,MIT-Arr_01,360,MIT-Arr
150080,MIT-Arr_01,360,MIT-Arr
150462,MIT-Arr_01,360,MIT-Arr
150816,MIT-Arr_01,360,MIT-Arr
151166,MIT-Arr_01,360,MIT-Arr
151539,MIT-Arr_01,360,MIT-Arr
151908,MIT-Arr_01,360,MIT-Arr
152267,MIT-Arr_01,360,MIT-Arr
152622,MIT-Arr_01,360,MIT-Arr
152974,MIT-Arr_01,360,MIT-Arr
153327,MIT-Arr_01,360,MIT-Arr
153689,MIT-Arr_01,360,MIT-Arr
154052,MIT-Arr_01,360,MIT-Arr
154429,MIT-Arr_01,360,MIT-Arr
154789,MIT-Arr_01,360,MIT-Arr
155134,MIT-Arr_01,360,MIT-Arr
155488,MIT-Arr_01,360,MIT-Arr
155855,MIT-Arr_01,360,MIT-Arr
156234,MIT-Arr_01,360,MIT-Arr
156592,MIT-Arr_01,360,MIT-Arr
156963,MIT-Arr_01,360,MIT-Arr
157319,MIT-Arr_01,360,MIT-Arr
157668,MIT-Arr_01,360,MIT-Arr
158024,MIT-Arr_01,360,MIT-Arr
158399,MIT-Arr_01,360,MIT-Arr
158783,MIT-Arr_01,360,MIT-Arr
159138,MIT-Arr_01,360,MIT-Arr
159482,MIT-Arr_01,360,MIT-Arr
159847,MIT-Arr_01,360,MIT-Arr
160210,MIT-Arr_01,360,MIT-Arr
160579,MIT-Arr_01,360,MIT-Arr
160950,MIT-Arr_01,360,MIT-Arr
161322,MIT-Arr_01,360,MIT-Arr
161659,MIT-Arr_01,360,MIT-Arr
161997,MIT-Arr_01,360,MIT-Arr
162361,MIT-Arr_01,360,MIT-Arr
162728,MIT-Arr_01,360,MIT-Arr
163071,MIT-Arr_01,360,MIT-Arr
163414,MIT-Arr_01,360,MIT-Arr
163752,MIT-Arr_01,360,MIT-Arr
164090,MIT-Arr_01,360,MIT-Arr
164428,MIT-Arr_01,360,MIT-Arr
164790,MIT-Arr_01,360,MIT-Arr
165171,MIT-Arr_01,360,MIT-Arr
165531,MIT-Arr_01,360,MIT-Arr
165874,MIT-Arr_01,360,MIT-Arr
166222,MIT-Arr_01,360,MIT-Arr
166573,MIT-Arr_01,360,MIT-Arr
166925,MIT-Arr_01,360,MIT-Arr
167281,MIT-Arr_01,360,MIT-Arr
167633,MIT-Arr_01,360,MIT-Arr
167984,MIT-Arr_01,360,MIT-Arr
168330,MIT-Arr_01,360,MIT-Arr
168684,MIT-Arr_01,360,MIT-Arr
169062,MIT-Arr_01,360,MIT-Arr
169444,MIT-Arr_01,360,MIT-Arr
169825,MIT-Arr_01,360,MIT-Arr
170182,MIT-Arr_01,360,MIT-Arr
170540,MIT-Arr_01,360,MIT-Arr
170895,MIT-Arr_01,360,MIT-Arr
171264,MIT-Arr_01,360,MIT-Arr
171644,MIT-Arr_01,360,MIT-Arr
172012,MIT-Arr_01,360,MIT-Arr
172372,MIT-Arr_01,360,MIT-Arr
172726,MIT-Arr_01,360,MIT-Arr
173089,MIT-Arr_01,360,MIT-Arr
173478,MIT-Arr_01,360,MIT-Arr
173848,MIT-Arr_01,360,MIT-Arr
174209,MIT-Arr_01,360,MIT-Arr
174565,MIT-Arr_01,360,MIT-Arr
174928,MIT-Arr_01,360,MIT-Arr
175299,MIT-Arr_01,360,MIT-Arr
175682,MIT-Arr_01,360,MIT-Arr
176056,MIT-Arr_01,360,MIT-Arr
176416,MIT-Arr_01,360,MIT-Arr
176755,MIT-Arr_01,360,MIT-Arr
177096,MIT-Arr_01,360,MIT-Arr
177439,MIT-Arr_01,360,MIT-Arr
177789,MIT-Arr_01,360,MIT-Arr
178118,MIT-Arr_01,360,MIT-Arr
178454,MIT-Arr_01,360,MIT-Arr
178794,MIT-Arr_01,360,MIT-Arr
179146,MIT-Arr_01,360,MIT-Arr
179487,MIT-Arr_01,360,MIT-Arr
179849,MIT-Arr_01,360,MIT-Arr
180224,MIT-Arr_01,360,MIT-Arr
180596,MIT-Arr_01,360,MIT-Arr
180937,MIT-Arr_01,360,MIT-Arr
181272,MIT-Arr_01,360,MIT-Arr
181637,MIT-Arr_01,360,MIT-Arr
182012,MIT-Arr_01,360,MIT-Arr
182377,MIT-Arr_01,360,MIT-Arr
182742,MIT-Arr_01,360,MIT-Arr
183100,MIT-Arr_01,360,MIT-Arr
183467,MIT-Arr_01,360,MIT-Arr
183829,MIT-Arr_01,360,MIT-Arr
184213,MIT-Arr_01,360,MIT-Arr
184595,MIT-Arr_01,360,MIT-Arr
184949,MIT-Arr_01,360,MIT-Arr
185299,MIT-Arr_01,360,MIT-Arr
185651,MIT-Arr_01,360,MIT-Arr
186021,MIT-Arr_01,360,MIT-Arr
186395,MIT-Arr_01,360,MIT-Arr
186769,MIT-Arr_01,360,MIT-Arr
187134,MIT-Arr_01,360,MIT-Arr
187491,MIT-Arr_01,360,MIT-Arr
187847,MIT-Arr_01,360,MIT-Arr
188204,MIT-Arr_01,360,MIT-Arr
188572,MIT-Arr_01,360,MIT-Arr
188951,MIT-Arr_01,360,MIT-Arr
71,MIT-Arr_02,360,MIT-Arr
326,MIT-Arr_02,360,MIT-Arr
584,MIT-Arr_02,360,MIT-Arr
843,MIT-Arr_02,360,MIT-Arr
1104,MIT-Arr_02,360,MIT-Arr
1365,MIT-Arr_02,360,MIT-Arr
1621,MIT-Arr_02,360,MIT-Arr
1877,MIT-Arr_02,360,MIT-Arr
2141,MIT-Arr_02,360,MIT-Arr
2399,MIT-Arr_02,360,MIT-Arr
2659,MIT-Arr_02,360,MIT-Arr
2913,MIT-Arr_02,360,MIT-Arr
3170,MIT-Arr_02,360,MIT-Arr
3430,MIT-Arr_02,360,MIT-Arr
3689,MIT-Arr_02,360,MIT-Arr
3954,MIT-Arr_02,360,MIT-Arr
4211,MIT-Arr_02,360,MIT-Arr
4470,MIT-Arr_02,360,MIT-Arr
4733,MIT-Arr_02,360,MIT-Arr
4996,MIT-Arr_02,360,MIT-Arr
5264,MIT-Arr_02,360,MIT-Arr
5518,MIT-Arr_02,360,MIT-Arr
5783,MIT-Arr_02,360,MIT-Arr
6043,MIT-Arr_02,360,MIT-Arr
6305,MIT-Arr_02,360,MIT-Arr
6571,MIT-Arr_02,360,MIT-Arr
6832,MIT-Arr_02,360,MIT-Arr
7090,MIT-Arr_02,360,MIT-Arr
7349,MIT-Arr_02,360,MIT-Arr
7610,MIT-Arr_02,360,MIT-Arr
7871,MIT-Arr_02,360,MIT-Arr
8124,MIT-Arr_02,360,MIT-Arr
8386,MIT-Arr_02,360,MIT-Arr
8646,MIT-Arr_02,360,MIT-Arr
8905,MIT-Arr_02,360,MIT-Arr
9173,MIT-Arr_02,360,MIT-Arr
9436,MIT-Arr_02,360,MIT-Arr
9700,MIT-Arr_02,360,MIT-Arr
9966,MIT-Arr_02,360,MIT-Arr
10234,MIT-Arr_02,360,MIT-Arr
10501,MIT-Arr_02,360,MIT-Arr
10758,MIT-Arr_02,360,MIT-Arr
11026,MIT-Arr_02,360,MIT-Arr
11289,MIT-Arr_02,360,MIT-Arr
11553,MIT-Arr_02,360,MIT-Arr
11821,MIT-Arr_02,360,MIT-Arr
12089,MIT-Arr_02,360,MIT-Arr
12354,MIT-Arr_02,360,MIT-Arr
12624,MIT-Arr_02,360,MIT-Arr
12895,MIT-Arr_02,360,MIT-Arr
13162,MIT-Arr_02,360,MIT-Arr
13426,MIT-Arr_02,360,MIT-Arr
13698,MIT-Arr_02,360,MIT-Arr
13968,MIT-Arr_02,360,MIT-Arr
14237,MIT-Arr_02,360,MIT-Arr
14514,MIT-Arr_02,360,MIT-Arr
14781,MIT-Arr_02,360,MIT-Arr
15044,MIT-Arr_02,360,MIT-Arr
15319,MIT-Arr_02,360,MIT-Arr
15584,MIT-Arr_02,360,MIT-Arr
15847,MIT-Arr_02,360,MIT-Arr
16110,MIT-Arr_02,360,MIT-Arr
16372,MIT-Arr_02,360,MIT-Arr
16633,MIT-Arr_02,360,MIT-Arr
16898,MIT-Arr_02,360,MIT-Arr
17164,MIT-Arr_02,360,MIT-Arr
17426,MIT-Arr_02,360,MIT-Arr
17685,MIT-Arr_02,360,MIT-Arr
17959,MIT-Arr_02,360,MIT-Arr
18229,MIT-Arr_02,360,MIT-Arr
18490,MIT-Arr_02,360,MIT-Arr
18760,MIT-Arr_02,360,MIT-Arr
19024,MIT-Arr_02,360,MIT-Arr
19286,MIT-Arr_02,360,MIT-Arr
19552,MIT-Arr_02,360,MIT-Arr
19816,MIT-Arr_02,360,MIT-Arr
