0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.212,0.338,0.299,0.208,0.262,0.172,0.16,0.206,0.222,0.196,0.239,0.266,0.218,0.247,0.177,0.235,0.22,0.298,0.187,0.156,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.174,0.206,0.504,0.408,0.422,0.433,0.605,0.711,0.545,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.828,0.337,0.437,0.328,0.529,0.315,0.504,0.428,0.41,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.184,0.166,0.286,0.226,0.293,0.805,0.234,0.341,0.293,0.511,0.58,0.213,0.262,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.36,0.526,0.266,0.374,0.453,0.293,0.31,0.507,0.38,0.315,0.317,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.318,0.469,0.325,0.366,0.478,0.222,0.381,0.385,0.399,0.198,0.407,0.199,0.399,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.158,0.298,0.239,0.194,0.335,0.219,0.389,0.327,0.416,0.26,0.422,0.207,0.226,0.316,0.401,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.227,0.409,0.399,0.353,0.299,0.289,0.351,0.261,0.417,0.219,0.348,0.432,0.27,0.219,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.596,0.435,0.334,0.354,0.432,0.301,0.208,0.399,0.561,0.246,0.376,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.443,0.384,0.319,0.343,0.271,0.294,0.271,0.289,0.21,0.389,0.468,0.302,0.289,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.595,0.457,0.432,0.291,0.454,0.273,0.424,0.294,0.267,0.333,0.286,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.371,0.151,0.196,0.329,0.34,0.378,0.344,0.37,0.167,0.388,0.162,0.164,0.311,0.439,0.341,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.187,0.181,0.487,0.387,0.394,0.511,0.371,0.241,0.209,0.377,0.289,0.42,0.223,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.39,0.365,0.386,0.539,0.745,0.517,0.444,0.528,0.343,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.158,0.458,0.511,0.543,0.258,0.388,0.386,0.37,0.393,0.379,0.453,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.165,0.164,0.473,0.499,0.318,0.369,0.706,0.29,0.56,0.396,0.369,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.273,0.17,0.25,0.327,0.359,0.164,0.318,0.171,0.222,0.204,0.32,0.251,0.232,0.19,0.252,0.25,0.255,0.272,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.191,0.296,0.305,0.263,0.233,0.422,0.297,0.309,0.353,0.307,0.303,0.316,0.301,0.467,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.177,0.203,0.214,0.256,0.305,0.285,0.244,0.218,0.183,0.185,0.246,0.192,0.165,0.181,0.253,0.247,0.236,0.293,0.198,0.252,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.384,0.452,0.568,0.433,0.499,0.402,0.207,0.53,0.263,0.282,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.247,0.303,0.299,0.265,0.317,0.313,0.354,0.26,0.346,0.227,0.221,0.345,0.295,0.288,0.318,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.259,0.274,0.197,0.226,0.25,0.224,0.294,0.264,0.282,0.269,0.344,0.338,0.25,0.322,0.216,0.256,0.278,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.215,0.389,0.386,0.518,0.377,0.267,0.408,0.408,0.472,0.273,0.408,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.392,0.327,0.171,0.346,0.171,0.388,0.479,0.375,0.348,0.374,0.253,0.43,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.366,0.265,0.892,0.273,0.375,0.223,0.948,0.29,0.551,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.153,0.167,0.193,0.265,0.167,0.194,0.192,0.19,0.162,0.196,0.155,0.163,0.175,0.133,0.153,0.192,0.175,0.201,0.169,0.203,0.226,0.163,0.192,0.16,0.18,0.175,0.0,0.0,0.0,0.0,afib
0.192,0.321,0.224,0.318,0.266,0.317,0.228,0.266,0.316,0.303,0.276,0.257,0.242,0.227,0.298,0.232,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.181,0.393,0.519,0.198,0.421,0.295,0.408,0.151,0.414,0.439,0.361,0.47,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.151,0.162,0.37,0.357,0.404,0.491,0.452,0.301,0.359,0.449,0.345,0.394,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.189,0.356,0.375,0.26,0.299,0.459,0.386,0.326,0.353,0.342,0.304,0.459,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.337,0.309,0.344,0.296,0.354,0.432,0.329,0.408,0.452,0.464,0.499,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.162,0.344,0.274,0.274,0.351,0.27,0.255,0.257,0.295,0.356,0.268,0.413,0.499,0.414,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.243,0.292,0.28,0.312,0.242,0.262,0.288,0.2,0.351,0.219,0.334,0.234,0.309,0.319,0.33,0.249,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.399,0.387,0.34,0.194,0.246,0.25,0.168,0.429,0.424,0.338,0.368,0.349,0.32,0.196,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.281,0.55,0.401,0.301,0.499,0.643,0.425,0.872,0.371,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.433,0.286,0.283,0.207,0.289,0.33,0.354,0.358,0.296,0.295,0.286,0.299,0.27,0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.177,0.366,0.215,0.227,0.26,0.287,0.229,0.341,0.451,0.419,0.296,0.32,0.235,0.182,0.223,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.391,0.214,0.287,0.217,0.221,0.181,0.375,0.281,0.165,0.266,0.305,0.188,0.344,0.226,0.175,0.324,0.235,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.151,0.174,0.16,0.428,0.778,0.537,0.606,0.489,0.466,0.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.248,0.266,0.295,0.353,0.231,0.56,0.318,0.243,0.302,0.259,0.231,0.371,0.321,0.258,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.154,0.185,0.386,0.478,0.199,0.42,0.267,0.393,0.31,0.28,0.197,0.229,0.284,0.313,0.322,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.224,0.461,0.747,0.697,0.433,0.334,0.534,0.382,0.282,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.172,0.256,0.351,0.326,0.187,0.273,0.216,0.242,0.222,0.297,0.314,0.199,0.327,0.174,0.188,0.284,0.228,0.189,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.37,0.314,0.206,0.325,0.337,0.362,0.221,0.286,0.233,0.386,0.339,0.386,0.263,0.294,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.356,0.458,0.443,0.698,0.265,0.515,0.295,0.439,0.373,0.371,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.195,0.296,0.295,0.322,0.334,0.342,0.344,0.393,0.314,0.283,0.281,0.383,0.526,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.543,0.423,0.415,0.489,0.604,0.631,0.394,0.609,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.284,0.419,0.289,0.284,0.325,0.345,0.407,0.393,0.331,0.395,0.437,0.273,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.217,0.266,0.182,0.2,0.168,0.241,0.151,0.163,0.205,0.314,0.281,0.159,0.355,0.226,0.174,0.268,0.265,0.343,0.436,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.19,0.192,0.356,0.265,0.387,0.254,0.333,0.374,0.318,0.196,0.412,0.298,0.323,0.32,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.33,0.401,0.341,0.413,0.411,0.43,0.289,0.351,0.306,0.299,0.292,0.307,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.238,0.346,0.305,0.262,0.46,0.368,0.324,0.275,0.255,0.258,0.444,0.294,0.25,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.168,0.398,0.515,0.408,0.27,0.495,0.328,0.426,0.528,0.409,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.151,0.154,0.259,0.224,0.247,0.2,0.261,0.21,0.185,0.175,0.19,0.208,0.2,0.195,0.17,0.246,0.201,0.161,0.171,0.222,0.304,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.196,0.389,0.356,0.23,0.284,0.202,0.371,0.218,0.182,0.265,0.254,0.24,0.271,0.245,0.389,0.254,0.249,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.263,0.525,0.263,0.351,0.427,0.407,0.403,0.225,0.206,0.261,0.417,0.219,0.375,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.217,0.403,0.204,0.212,0.243,0.19,0.763,0.158,0.186,0.163,0.159,0.32,0.163,0.151,0.296,0.159,0.237,0.416,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.322,0.328,0.26,0.346,0.269,0.228,0.258,0.47,0.323,0.317,0.227,0.345,0.416,0.288,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.411,0.418,0.338,0.317,0.317,0.705,0.321,0.371,0.367,0.34,0.431,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.241,0.228,0.403,0.205,0.159,0.162,0.293,0.206,0.356,0.323,0.196,0.272,0.196,0.243,0.284,0.342,0.159,0.284,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.286,0.246,0.22,0.241,0.189,0.187,0.239,0.242,0.171,0.208,0.157,0.201,0.17,0.199,0.192,0.171,0.169,0.218,0.222,0.195,0.219,0.208,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.349,0.287,0.35,0.292,0.491,0.302,0.276,0.335,0.409,0.336,0.275,0.332,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.155,0.156,0.313,0.161,0.189,0.153,0.248,0.176,0.155,0.159,0.173,0.158,0.151,0.205,0.155,0.153,0.137,0.159,0.258,0.189,0.153,0.155,0.17,0.208,0.173,0.168,0.0,0.0,0.0,0.0,afib
0.364,0.174,0.161,0.174,0.258,0.183,0.182,0.232,0.207,0.174,0.152,0.28,0.257,0.195,0.164,0.174,0.178,0.184,0.233,0.21,0.268,0.183,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.163,0.231,0.204,0.222,0.166,0.255,0.241,0.162,0.394,0.295,0.23,0.214,0.254,0.236,0.358,0.195,0.222,0.216,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.191,0.164,0.345,0.49,0.427,0.475,0.323,0.458,0.482,0.604,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.243,0.373,0.217,0.222,0.513,0.346,0.197,0.35,0.261,0.223,0.29,0.161,0.2,0.448,0.273,0.233,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.154,0.16,0.416,0.357,0.466,0.62,0.59,0.765,0.642,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.17,0.208,0.475,0.357,0.365,0.353,0.347,0.456,0.403,0.52,0.496,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.342,0.237,0.271,0.321,0.291,0.268,0.271,0.288,0.262,0.286,0.351,0.284,0.169,0.342,0.419,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.242,0.446,0.352,0.397,0.542,0.302,0.523,0.337,0.351,0.379,0.461,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.164,0.297,0.198,0.22,0.259,0.177,0.164,0.244,0.274,0.228,0.339,0.294,0.215,0.16,0.188,0.217,0.182,0.151,0.24,0.347,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.373,0.375,0.246,0.355,0.397,0.352,0.329,0.386,0.362,0.346,0.393,0.309,0.217,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.48,0.399,0.369,0.395,0.269,0.327,0.425,0.418,0.346,0.414,0.35,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.364,0.295,0.27,0.321,0.205,0.355,0.253,0.278,0.309,0.231,0.233,0.259,0.328,0.373,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.306,0.31,0.499,0.369,0.236,0.337,0.315,0.205,0.306,0.336,0.28,0.248,0.228,0.232,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.27,0.318,0.322,0.182,0.183,0.176,0.179,0.183,0.178,0.177,0.16,0.158,0.201,0.201,0.19,0.16,0.174,0.207,0.183,0.179,0.177,0.173,0.21,0.191,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.208,0.354,0.289,0.284,0.184,0.184,0.152,0.208,0.269,0.793,0.184,0.625,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.31,0.308,0.162,0.289,0.235,0.367,0.244,0.284,0.262,0.367,0.389,0.295,0.313,0.219,0.301,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.17,0.33,0.318,0.49,0.542,0.418,0.392,0.394,0.23,0.281,0.311,0.312,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.423,0.321,0.348,0.261,0.729,0.346,0.191,0.221,0.293,0.233,0.169,0.216,0.4,0.316,0.167,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.418,0.487,0.309,0.281,0.296,0.337,0.59,0.371,0.371,0.249,0.359,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.163,0.31,0.346,0.288,0.216,0.272,0.331,0.193,0.332,0.24,0.309,0.362,0.357,0.185,0.494,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.386,0.428,0.572,0.404,0.381,0.473,0.379,0.425,0.289,0.244,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.225,0.324,0.312,0.366,0.221,0.535,0.296,0.183,0.245,0.448,0.46,0.411,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.165,0.253,0.645,0.328,0.312,0.391,0.295,0.266,0.377,0.471,0.306,0.405,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.649,0.799,0.399,0.671,0.767,0.359,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.243,0.346,0.28,0.384,0.364,0.315,0.257,0.236,0.371,0.287,0.202,0.357,0.247,0.297,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.37,0.347,0.296,0.472,0.267,0.356,0.363,0.247,0.459,0.405,0.347,0.366,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.208,0.322,0.219,0.151,0.253,0.266,0.197,0.303,0.299,0.19,0.182,0.354,0.217,0.264,0.171,0.221,0.228,0.292,0.236,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.44,0.642,0.513,0.516,0.627,0.467,0.402,0.568,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.406,0.313,0.319,0.354,0.199,0.295,0.283,0.267,0.226,0.298,0.276,0.309,0.279,0.197,0.334,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.203,0.251,0.301,0.273,0.334,0.211,0.356,0.266,0.181,0.17,0.227,0.163,0.25,0.299,0.242,0.179,0.206,0.28,0.19,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.321,0.251,0.233,0.184,0.412,0.328,0.208,0.424,0.286,0.207,0.227,0.277,0.28,0.283,0.2,0.277,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.422,0.422,0.36,0.355,0.244,0.44,0.256,0.288,0.335,0.393,0.453,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.229,0.23,0.202,0.193,0.218,0.165,0.225,0.166,0.22,0.205,0.221,0.18,0.258,0.151,0.216,0.196,0.211,0.214,0.245,0.256,0.188,0.205,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.154,0.3,0.354,0.371,0.268,0.328,0.402,0.263,0.414,0.424,0.334,0.334,0.318,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.471,0.504,0.483,0.455,0.356,0.403,0.358,0.552,0.452,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.288,0.152,0.273,0.362,0.185,0.317,0.318,0.155,0.323,0.287,0.263,0.281,0.296,0.298,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.331,0.407,0.33,0.222,0.262,0.335,0.171,0.457,0.299,0.34,0.372,0.306,0.341,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.338,0.363,0.28,0.36,0.331,0.384,0.284,0.316,0.366,0.308,0.336,0.337,0.391,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
0.352,0.215,0.202,0.34,0.216,0.211,0.282,0.259,0.179,0.157,0.297,0.207,0.236,0.226,0.224,0.166,0.183,0.168,0.389,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afib
